	rating	reviews	reviews_punctuation_free
1695	3.0	We were in the area for a Yelp-related event and looked for a place to have lunch after. I was surprised to learn this New York establishment opened locations in England..before the West Coast. No bother, though. We were excited to have a bite of our favorite East Coast burgers.Despite the masses of people, the location seemed a bit inconspicuous and it was hard to tell were the queues started and ended from the way it is set up. Nearly all Shake Shacks I've been to (stateside at least) always have crowds; this one is no different. That of course is to be expected for a place as busy as Covent Garden. It's so busy, though, that there is even a separate queue for the designated seating areas. Go with someone, so one of you can stand in the food queue and the other can wait for a proper seat inside. Otherwise, you may be stuck on the outer edges having to fight off pigeons scavenging the adjacent leftover trays as we did! Once the food was finally ready and we dug in, I realized that this was not the same food I'd salivated over before. My burger patty was slightly dry, definitely not the level of juicy goodness familiar to many Shack Stack lovers. I didn't think I would have to give any Shake Shack less than four stars (since my first visit in Vegas), but a few things could have been improved. 3.5 on the food and experience.	we were in the area for a yelp related event and looked for a place to have lunch after  i was surprised to learn this new york establishment opened locations in england  before the west coast  no bother  though  we were excited to have a bite of our favorite east coast burgers despite the masses of people  the location seemed a bit inconspicuous and it was hard to tell were the queues started and ended from the way it is set up  nearly all shake shacks i ve been to  stateside at least  always have crowds  this one is no different  that of course is to be expected for a place as busy as covent garden  it s so busy  though  that there is even a separate queue for the designated seating areas  go with someone  so one of you can stand in the food queue and the other can wait for a proper seat inside  otherwise  you may be stuck on the outer edges having to fight off pigeons scavenging the adjacent leftover trays as we did  once the food was finally ready and we dug in  i realized that this was not the same food i d salivated over before  my burger patty was slightly dry  definitely not the level of juicy goodness familiar to many shack stack lovers  i didn t think i would have to give any shake shack less than four stars  since my first visit in vegas   but a few things could have been improved  3 5 on the food and experience 
1696	4.0	My first experience with Shake Shack was in Boston, so when I heard they had opened in London I just had to eat there when I was visiting London. They have a very good arrangement with ordering and then you will get a beeper thing that will flash and vibrate when your order is ready. I ordered the Shroom burger which is THE BOMB, its: crisp-fried portobello mushroom filled with melted muenster and cheddar cheeses, topped with lettuce, tomato, ShackSauce. And of course I had to add cheese fries and top it up with a beer. My sister ordered the Smoke Shack: Cheeseburger topped with all-natural applewood smoked bacon, chopped cherry pepper, ShackSauce. We don't recommend this one; it was a so so burger. The staff here is very helpful and they carried our order from the counter to our table outside when we handed in our beeper thing. I would definitely recommend this place for burger lovers.	my first experience with shake shack was in boston  so when i heard they had opened in london i just had to eat there when i was visiting london  they have a very good arrangement with ordering and then you will get a beeper thing that will flash and vibrate when your order is ready  i ordered the shroom burger which is the bomb  its  crisp fried portobello mushroom filled with melted muenster and cheddar cheeses  topped with lettuce  tomato  shacksauce  and of course i had to add cheese fries and top it up with a beer  my sister ordered the smoke shack  cheeseburger topped with all natural applewood smoked bacon  chopped cherry pepper  shacksauce  we don t recommend this one  it was a so so burger  the staff here is very helpful and they carried our order from the counter to our table outside when we handed in our beeper thing  i would definitely recommend this place for burger lovers 
1697	5.0	I'm obsessed with Shake Shack. Their burgers are the best in the fast food game, and easily in a category above McDonald's. Yes, it costs more but of course it's worth it!The food is excellent. There's not much more to say. It does take a little while, but they make it to order. I highly recommend cheese fries, they're so addictive! Most of the seating is outside, but under a roof so it doesn't get too cold in the winter. There are a few seats inside, but the inside feels very cramped and I would rather eat outside with my coat in the winter then sit inside.	i m obsessed with shake shack  their burgers are the best in the fast food game  and easily in a category above mcdonald s  yes  it costs more but of course it s worth it the food is excellent  there s not much more to say  it does take a little while  but they make it to order  i highly recommend cheese fries  they re so addictive  most of the seating is outside  but under a roof so it doesn t get too cold in the winter  there are a few seats inside  but the inside feels very cramped and i would rather eat outside with my coat in the winter then sit inside 
1698	1.0	The service was very slow and none of us liked our shakes.   Very disappointing.  With a great location like this and a name like Shake Shack you'd think they'd we good at it.  Not good.	the service was very slow and none of us liked our shakes    very disappointing   with a great location like this and a name like shake shack you d think they d we good at it   not good 
1699	5.0	I've never been to a shake shack before and this was on my London hitlist! We were lucky the weather was in our favour and we sat outside watching everyone wander by in Covent Garden. We even got to overhear a little walking tour! So is definitely suggest sitting outside of weather permits. We ate pretty early, and by 12pm it was getting pretty busy and a queue was forming. I went for the shackmeister which included shack sauce and ale marinated shallots with crinkle fries and a lemonade. It was dynamite! I tried the cheese fries but I wasn't a fan. The burger was really tasty and fresh, the chips were awesome and I'd definitely go back!	i ve never been to a shake shack before and this was on my london hitlist  we were lucky the weather was in our favour and we sat outside watching everyone wander by in covent garden  we even got to overhear a little walking tour  so is definitely suggest sitting outside of weather permits  we ate pretty early  and by 12pm it was getting pretty busy and a queue was forming  i went for the shackmeister which included shack sauce and ale marinated shallots with crinkle fries and a lemonade  it was dynamite  i tried the cheese fries but i wasn t a fan  the burger was really tasty and fresh  the chips were awesome and i d definitely go back 
1700	3.0	This was the first Shake Shack I've ever been to. As a California girl, I will always have a special place in my heart for In n Out. Unfortunately, Shake Shack's burgers are not worth the wait, nor the hype. My vegetarian friend did like their veggie burger though. However, their shakes are amazing! They are frozen custard style so they're extra thick and creamy. I love their rotating flavors. I've tried the vanilla, black & white, and the mint chocolate at the London location. It's really expensive for something American, so I would save my money for something unique to London.	this was the first shake shack i ve ever been to  as a california girl  i will always have a special place in my heart for in n out  unfortunately  shake shack s burgers are not worth the wait  nor the hype  my vegetarian friend did like their veggie burger though  however  their shakes are amazing  they are frozen custard style so they re extra thick and creamy  i love their rotating flavors  i ve tried the vanilla  black   white  and the mint chocolate at the london location  it s really expensive for something american  so i would save my money for something unique to london 
1701	3.0	Shake Shack UK is tucked in a nice spot under the covered patio of Covent Garden and the staff were wonderful and attentive! However, being used to In N Out here in California, I really wasn't impressed with the food after hearing all the hype about New York's Shake Shack. My husband had the ShackMeister, a cheeseburger made with crispy ale-marinated shallots, and the cheese fries. I had the Chick'n Shack, made with crispy chicken breast with lettuce, pickles and buttermilk herb mayo. We also ordered the ShackMeister ale, which was a nice surprise since In N Out does not serve alcohol. Maybe I had hyped it up too much, but I didn't love the food at all. My bun was gooey and not fresh like In N Out, and the fries were meh, as was the cheese sauce. Nothing had that fresh taste like In N Out. I really wanted to like this place but it was the blandest meal during our trip to London. Maybe my expectations were too high. I'm sorry... :/	shake shack uk is tucked in a nice spot under the covered patio of covent garden and the staff were wonderful and attentive  however  being used to in n out here in california  i really wasn t impressed with the food after hearing all the hype about new york s shake shack  my husband had the shackmeister  a cheeseburger made with crispy ale marinated shallots  and the cheese fries  i had the chick n shack  made with crispy chicken breast with lettuce  pickles and buttermilk herb mayo  we also ordered the shackmeister ale  which was a nice surprise since in n out does not serve alcohol  maybe i had hyped it up too much  but i didn t love the food at all  my bun was gooey and not fresh like in n out  and the fries were meh  as was the cheese sauce  nothing had that fresh taste like in n out  i really wanted to like this place but it was the blandest meal during our trip to london  maybe my expectations were too high  i m sorry      
1702	5.0	This was our first time at the Snack Shack, I remember seeing one in Battery Park in New York. The queue was massive there, but didn't look to long yesterday in Covent Garden, so we gave it ago. It was about 10 mins in the queue and another 15 mins for the food, but it was really good. My daughter had the plain cheeseburger  and couldn't finish it. I had the pickled double burger with fries and it was really good. Limited seating, so find a seat first and send one of the group to order. They give you a pager so you know when your order is ready. Just to be up front, it's pricey, but its central London.	this was our first time at the snack shack  i remember seeing one in battery park in new york  the queue was massive there  but didn t look to long yesterday in covent garden  so we gave it ago  it was about 10 mins in the queue and another 15 mins for the food  but it was really good  my daughter had the plain cheeseburger  and couldn t finish it  i had the pickled double burger with fries and it was really good  limited seating  so find a seat first and send one of the group to order  they give you a pager so you know when your order is ready  just to be up front  it s pricey  but its central london 
1703	3.0	"I feel like a bit of a traitor for throwing down a three star at Shake Shack but I can't honestly pop it into that 4-5 range just yet. I think part of my problem was that for the past 24 hours, I had been told multiple times, by multiple people that it was ""the best!""... so when it was just kinda good, it felt a little disappointing.Don't get me wrong, it's a good burger, but the best, it is not. I took down the burger with beef, cheese and the fried portobello mushroom. The burger was nice, and the cheese was plenty but the mushroom didn't do it for me. I usually adore portobello mushroom, and though it was an interesting edition, it didn't seem to fit with the cheddar/beef combo. It wasn't anything particularly special.However, they have root beer floats, so they must be awesome and I will likely try them again. I think i'd stick to a classic cheese/bacon combo next time around.The one HUGE tip of the hat? These folks know how to work through a crowd efficiently! High fives all around to the service team."	i feel like a bit of a traitor for throwing down a three star at shake shack but i can t honestly pop it into that 4 5 range just yet  i think part of my problem was that for the past 24 hours  i had been told multiple times  by multiple people that it was  the best      so when it was just kinda good  it felt a little disappointing don t get me wrong  it s a good burger  but the best  it is not  i took down the burger with beef  cheese and the fried portobello mushroom  the burger was nice  and the cheese was plenty but the mushroom didn t do it for me  i usually adore portobello mushroom  and though it was an interesting edition  it didn t seem to fit with the cheddar beef combo  it wasn t anything particularly special however  they have root beer floats  so they must be awesome and i will likely try them again  i think i d stick to a classic cheese bacon combo next time around the one huge tip of the hat  these folks know how to work through a crowd efficiently  high fives all around to the service team 
1704	3.0	Since I never make it to shake shack while NYC, I figured I should try it while I was here (and hungry).In-n-out vs. Shake Shack...I can't believe this is even a question!After trying it I can confirm that in-n-out is 1000x better.  Don't get me wrong,  it's not a bad burger but it doesn't even compare to in-n-out. It's borderline insulting to compare the two.It's better compared to your local, mom & pop burger joint.	since i never make it to shake shack while nyc  i figured i should try it while i was here  and hungry  in n out vs  shake shack   i can t believe this is even a question after trying it i can confirm that in n out is 1000x better   don t get me wrong   it s not a bad burger but it doesn t even compare to in n out  it s borderline insulting to compare the two it s better compared to your local  mom   pop burger joint 
1705	5.0	"Sometimes your friends are clamouring for a burger and, well, you need to satisfy them.  Shake Shack in Covent Garden delivers.  Three things to be aware of:1.  The queue - it's in Covent Garden, for crying out loud, so if you're there during peak hours expect to wait a bit.2.  Those shakes - wow.3.  Don't be afraid to try the hot dogs if you're not in the burger mood.  They are excellent too.I've eaten A LOT of burgers in my time and these are excellent and cooked-to-order.  If anyone tells you that Inn-N-Out is ""much better"" they are more interested in pushing an agenda than being honest.PS  Cheese fries.  You'll thank me."	sometimes your friends are clamouring for a burger and  well  you need to satisfy them   shake shack in covent garden delivers   three things to be aware of 1   the queue   it s in covent garden  for crying out loud  so if you re there during peak hours expect to wait a bit 2   those shakes   wow 3   don t be afraid to try the hot dogs if you re not in the burger mood   they are excellent too i ve eaten a lot of burgers in my time and these are excellent and cooked to order   if anyone tells you that inn n out is  much better  they are more interested in pushing an agenda than being honest ps  cheese fries   you ll thank me 
1706	3.0	Can a burger ever be a bad thing? I'm not sure it can be to be honest! For an after work treat myself and a few colleges decided we would visit Shake Shack in Covent Garden. The first thing you notice about this place is that it is packed! When we arrived the queue was out the door but did seem to be going down quite quickly, we checked out the menu while queueing up and waited our turn to be served. After a five minute wait we were at the front and ready to place our order, I went for the smoke shack which was a smoked bacon burger with some fries. Both the burger and fries were excellent, fresh bread, crispy fries and great tasting patty, The only thing that let this place down for me was the small inside eating area. We needed to sit outside as it was so busy....after a day working outdoors a warm place to eat would have been pretty amazing. Overall this was a great burger experience but given how crazy busy this place is I think they need some outdoor heaters or a larger indoor space for people to eat. If you are looking for a takeaway burger fix this would be a perfect option!	can a burger ever be a bad thing  i m not sure it can be to be honest  for an after work treat myself and a few colleges decided we would visit shake shack in covent garden  the first thing you notice about this place is that it is packed  when we arrived the queue was out the door but did seem to be going down quite quickly  we checked out the menu while queueing up and waited our turn to be served  after a five minute wait we were at the front and ready to place our order  i went for the smoke shack which was a smoked bacon burger with some fries  both the burger and fries were excellent  fresh bread  crispy fries and great tasting patty  the only thing that let this place down for me was the small inside eating area  we needed to sit outside as it was so busy    after a day working outdoors a warm place to eat would have been pretty amazing  overall this was a great burger experience but given how crazy busy this place is i think they need some outdoor heaters or a larger indoor space for people to eat  if you are looking for a takeaway burger fix this would be a perfect option 
1707	4.0	Yes, it was easier to get to this Shake Shack than any in the US for me at this time.  I just watched the video about the 7 hour wait in NY and know how much my mom loves a good burger, so when we found this in Covent Garden it was a go.  The line was short.  My mom loves frozen custard too but we were not able to get any because we were full!I ordered a plain hamburger with lettuce, tomato and onion.  My mom got a cheeseburger and fries.  We both ordered ICED TEA with EXTRA ICE and we were sooooo happy to see iced tea on the menu.  We both did not get the shack sauce.The flavor was delicious and it was worth the stop.  I will eat here again when I come across one in the US, but in this case, I got Scottish beef so that makes it extra cool!	yes  it was easier to get to this shake shack than any in the us for me at this time   i just watched the video about the 7 hour wait in ny and know how much my mom loves a good burger  so when we found this in covent garden it was a go   the line was short   my mom loves frozen custard too but we were not able to get any because we were full i ordered a plain hamburger with lettuce  tomato and onion   my mom got a cheeseburger and fries   we both ordered iced tea with extra ice and we were sooooo happy to see iced tea on the menu   we both did not get the shack sauce the flavor was delicious and it was worth the stop   i will eat here again when i come across one in the us  but in this case  i got scottish beef so that makes it extra cool 
1708	3.0	I loved Shake Shack having tried it in the U.S., but I've gotta say, the U.K. branch just isn't doing it for me! The seating situation is awful, with three separate areas belonging to Shake Shack dotted around Covent Garden that are not immediately obvious or easy to identify. There have staff sort of managing these areas. I say sort of as they aren't exactly there to greet/seat you, they just seem to floating around, clearing trays form tables, telling the odd group of people where to sit. The way this restaurant works is you queue up, you order and pay, and are given a little remote buzzer that you take with you. When your order is ready, your buzzer will flash and you need to return to the collection point to collect your food, and bring it to your table (if you have been lucky enough to secure one!)Last time I was here all of the tables were full with people with people who hadn't even ordered yet and were still trying to figure out the whole process. As this area is full of tourists, most people are not automatically familiar with how the Shake Shack system works here, or where to go/what to do. It's really not an intuitive system and means that there is a lot of confusion about how to order/where you can sit/what to do. The food here is pretty good, but again not to the same standard as their American branches.  It's also about twice the price!	i loved shake shack having tried it in the u s   but i ve gotta say  the u k  branch just isn t doing it for me  the seating situation is awful  with three separate areas belonging to shake shack dotted around covent garden that are not immediately obvious or easy to identify  there have staff sort of managing these areas  i say sort of as they aren t exactly there to greet seat you  they just seem to floating around  clearing trays form tables  telling the odd group of people where to sit  the way this restaurant works is you queue up  you order and pay  and are given a little remote buzzer that you take with you  when your order is ready  your buzzer will flash and you need to return to the collection point to collect your food  and bring it to your table  if you have been lucky enough to secure one  last time i was here all of the tables were full with people with people who hadn t even ordered yet and were still trying to figure out the whole process  as this area is full of tourists  most people are not automatically familiar with how the shake shack system works here  or where to go what to do  it s really not an intuitive system and means that there is a lot of confusion about how to order where you can sit what to do  the food here is pretty good  but again not to the same standard as their american branches   it s also about twice the price 
1709	1.0	Ridiculously long wait zime It's just wrong to assume people want to wqit 45 minutes for Fast Food	ridiculously long wait zime it s just wrong to assume people want to wqit 45 minutes for fast food
1710	5.0	Stumbled across this place last year when I was in London. I'd heard a lot about it from friends who visited America and we were in a rush so we decided to give it a bash. It was insanely busy but the queue moved quickly and I was so happy to see veggie burgers on the menu as both of us don't eat meat. The 'Shroom burger did not disappoint. It was just the right side of greasy and the fries were crispy and salty. Yum. Great milkshakes too. We were too full to try Concrete or Custards but maybe next time. They also do a vegetarian hot dog!	stumbled across this place last year when i was in london  i d heard a lot about it from friends who visited america and we were in a rush so we decided to give it a bash  it was insanely busy but the queue moved quickly and i was so happy to see veggie burgers on the menu as both of us don t eat meat  the  shroom burger did not disappoint  it was just the right side of greasy and the fries were crispy and salty  yum  great milkshakes too  we were too full to try concrete or custards but maybe next time  they also do a vegetarian hot dog 
1711	4.0	It was February when I went and it looked quite busy. Also stood at the wrong side of the place, but luckily there was a friendly guy there overlooking the seating area and explained how it worked.The entrance was on the outside of the building and there was a big queu which was not very nice as it was freezing (the reason why I was stood inside looking for the entrance). But I heard so many good things about it that I decided to wait.After a long wait I managed to put in my order: cheeseburger, cheese fries and lemonade. Because it was so cold my food already lost it's warmth by the time I sat down and it looked like someone drove over it in a big car. However, it tasted delicious. So I would advise you to go there in summer, when not in a rush, and just close your eyes when you start eating	it was february when i went and it looked quite busy  also stood at the wrong side of the place  but luckily there was a friendly guy there overlooking the seating area and explained how it worked the entrance was on the outside of the building and there was a big queu which was not very nice as it was freezing  the reason why i was stood inside looking for the entrance   but i heard so many good things about it that i decided to wait after a long wait i managed to put in my order  cheeseburger  cheese fries and lemonade  because it was so cold my food already lost it s warmth by the time i sat down and it looked like someone drove over it in a big car  however  it tasted delicious  so i would advise you to go there in summer  when not in a rush  and just close your eyes when you start eating
1712	4.0	Shake, shake, shake! Shake, shake, shake... Shake your... no not tonight thank you! No bootie shaking, but plenty of burger eating instead! Woo.Wow. So impressed with this place. I'm informed that Shake Shack comes from across the Atlantic pond and what a brilliant trip it has made.I opted for the Shake Stack with extra bacon (no burger is complete without bacon in my eyes). The Shake Stack is a normal cheese burger topped with a 'shroom burger and it works brilliantly! The burger was medium rare - as a burger should be - and the 'shroom just made it have that additional juiciness which isn't easy to find at your standard burger joint. Also they do crinkled chips, yeah, crinklessss! Reminded me of when I was a kid and made me very happy! Another great meal in the Covent Garden area! Note: not a huge eating are so you could be outside but it's so worth it!	shake  shake  shake  shake  shake  shake    shake your    no not tonight thank you  no bootie shaking  but plenty of burger eating instead  woo wow  so impressed with this place  i m informed that shake shack comes from across the atlantic pond and what a brilliant trip it has made i opted for the shake stack with extra bacon  no burger is complete without bacon in my eyes   the shake stack is a normal cheese burger topped with a  shroom burger and it works brilliantly  the burger was medium rare   as a burger should be   and the  shroom just made it have that additional juiciness which isn t easy to find at your standard burger joint  also they do crinkled chips  yeah  crinklessss  reminded me of when i was a kid and made me very happy  another great meal in the covent garden area  note  not a huge eating are so you could be outside but it s so worth it 
1713	4.0	I love Shake Shack, I've been a fan since having my first in NYC about 5 years plus ago. However it's soo much cheaper in America than here. I was soo excited when one opened up in London. I wish there was one closer to me, like Five Guys which is expanding well in the U.K. I noticed that Shake Shack have opened another location in Leicester Sq -- why soo close?!? I love their burgers, especially the buns, however there expensive here considering their size. But I love their cheese fries and normally just pop in for the fries alone. I used to love their chocolate shakes but have recently gone off them, as my last few haven't been as thick and older ones, maybe they changed the recipe or something. Still love the place though. Lastly sometimes the location can be really busy, other times it's quiet.	i love shake shack  i ve been a fan since having my first in nyc about 5 years plus ago  however it s soo much cheaper in america than here  i was soo excited when one opened up in london  i wish there was one closer to me  like five guys which is expanding well in the u k  i noticed that shake shack have opened another location in leicester sq    why soo close    i love their burgers  especially the buns  however there expensive here considering their size  but i love their cheese fries and normally just pop in for the fries alone  i used to love their chocolate shakes but have recently gone off them  as my last few haven t been as thick and older ones  maybe they changed the recipe or something  still love the place though  lastly sometimes the location can be really busy  other times it s quiet 
1714	4.0	I'm not really sure why we ended up here on one of our first days in London from the US, but I haven't actually had Shake Shack before stateside either, so I guess this worked out. We got the SmokeShack burgers, which were like bacon cheeseburgers. The cool thing was that it came with English bacon which was a nice touch. The burgers were not as big as I thought they would be - they actually came out looking a little squished. However, they still tasted pretty good - the cheese was melted on very nicely and there was the right amount of sauce. We also got their fries, which were actually really good. I'm usually hesitant when I see crinkle cut fries as it reminds me of grade school cafeterias or freezer package fries, but these were actually very crispy and had a good amount of salt. They also had a blood orange lemonade, which was pretty sour but had a hint of blood orange flavor to it.There is a seating area in the middle of Covent Garden for Shake Shack customers. The workers did a good job of getting people seated, and cleaning up after people were done eating in order to gently nudge them along so that other people can sit down. We still waited in a queue for about 10 min, but we were seated before our food was ready, and a worker took our pager and went to pick up the food for us once we were seated - pretty nice service.	i m not really sure why we ended up here on one of our first days in london from the us  but i haven t actually had shake shack before stateside either  so i guess this worked out  we got the smokeshack burgers  which were like bacon cheeseburgers  the cool thing was that it came with english bacon which was a nice touch  the burgers were not as big as i thought they would be   they actually came out looking a little squished  however  they still tasted pretty good   the cheese was melted on very nicely and there was the right amount of sauce  we also got their fries  which were actually really good  i m usually hesitant when i see crinkle cut fries as it reminds me of grade school cafeterias or freezer package fries  but these were actually very crispy and had a good amount of salt  they also had a blood orange lemonade  which was pretty sour but had a hint of blood orange flavor to it there is a seating area in the middle of covent garden for shake shack customers  the workers did a good job of getting people seated  and cleaning up after people were done eating in order to gently nudge them along so that other people can sit down  we still waited in a queue for about 10 min  but we were seated before our food was ready  and a worker took our pager and went to pick up the food for us once we were seated   pretty nice service 
1715	4.0	Shake Shack in London. Shame on me for coming here?A burger with bacon, fries, and bottled water cost US$19.  That's expensive.It's just like the Shake Shack in NYC, but without the line.  The food taste exactly the same, no different.You order your food, grab a buzzer, and take a seat.  There's (limited) indoor and (plentiful) outdoor seating, remember it's cold during the winter.  They bring your food, but you have to grab condiments yourself.	shake shack in london  shame on me for coming here a burger with bacon  fries  and bottled water cost us 19   that s expensive it s just like the shake shack in nyc  but without the line   the food taste exactly the same  no different you order your food  grab a buzzer  and take a seat   there s  limited  indoor and  plentiful  outdoor seating  remember it s cold during the winter   they bring your food  but you have to grab condiments yourself 
1716	4.0	Shake Shack... how long I have wanted to visit thee. I was even in New York but not fully compus mentis when I visited and got a hot dog instead. What was I thinking? Fast forward exactly (to the week) two years and I'm transported to Covent Garden in central London. Again not fully compus mentis but this time determined to get the burger I have coveted for several years.After being let-down by the Five Guys invasion of Glasgow (I went there three times on my US visit) in terms of both quality and especially price, perhaps as I have nothing to compare against Shake Shack UK was already at an advantage. However, from when I took my first bite of the Double Smoke Shack I knew I was in burger heaven. The bun held the greasy mess of cheese, prime beef patty and perfectly cooked bacon impeccably. There wasn't a great amount of sauce on the burger but the nearby ketchup and mustard dispenser (plus tabasco) let me sauce it right up. I didn't come across one piece of gristle which was very welcome.Even the crinkly fries which I thought didn't looked great (you can buy the same brand in Costco for around £3 for 2.5kg... the profit margin on these must be incredible) were actually super crispy and well smothered in tasty tasty cheese sauce.You do pay for the pleasure however, my bill was almost £15 just for one burger and one portion of fries. Will I be back? Most definitely.	shake shack    how long i have wanted to visit thee  i was even in new york but not fully compus mentis when i visited and got a hot dog instead  what was i thinking  fast forward exactly  to the week  two years and i m transported to covent garden in central london  again not fully compus mentis but this time determined to get the burger i have coveted for several years after being let down by the five guys invasion of glasgow  i went there three times on my us visit  in terms of both quality and especially price  perhaps as i have nothing to compare against shake shack uk was already at an advantage  however  from when i took my first bite of the double smoke shack i knew i was in burger heaven  the bun held the greasy mess of cheese  prime beef patty and perfectly cooked bacon impeccably  there wasn t a great amount of sauce on the burger but the nearby ketchup and mustard dispenser  plus tabasco  let me sauce it right up  i didn t come across one piece of gristle which was very welcome even the crinkly fries which i thought didn t looked great  you can buy the same brand in costco for around  3 for 2 5kg    the profit margin on these must be incredible  were actually super crispy and well smothered in tasty tasty cheese sauce you do pay for the pleasure however  my bill was almost  15 just for one burger and one portion of fries  will i be back  most definitely 
1717	4.0	"Me: ""Woah...how long is that line? Do we really want to wait in line on a hot day when there are other good places to eat within walking distance?""My friend: ""YES. Trust me, it'll be worth it""The girl in front of us: (turns around) ""YES, seriously, I've been to this chain in New York, and it is worth the wait!""The couple behind us in the line (heard the previous comment): ""It is really good, we tried it in New York too!"" (... then they all started chatting about New York)Now, that is a lot of hype for a burger from a chain I have never heard of, but that the rest of the queue seems to be loopy for! It became a little surreal after our 40 minute wait! Once I got to the front of the line, the server wanted to high five me! All the staff seem very enthusiastic and happy (I wonder if they will keep up this level of enthusiasm after the first day!?) Food:- I loved the Shack Stack! It has a huge juicy burger and a breaded mushroom. The bread was lovely (more bread-y than fall-apart brioche-y) They leave the roll attached at the back, so you don't end up covered in burger juice- nice. To be honest, I prefer burgers a little more on the rare side...but it was really tasty.  - I'm not sure why they call the ice-cream-like custard a ""concrete"" but whatever it is called, it was yummy and had huuuge chunks of cookies/chocolate. All in all, I'm a fan. I'll probably come back, although I might have to wait a while for the hype to die down, as I'm really not keen on long lines."	me   woah   how long is that line  do we really want to wait in line on a hot day when there are other good places to eat within walking distance  my friend   yes  trust me  it ll be worth it the girl in front of us   turns around   yes  seriously  i ve been to this chain in new york  and it is worth the wait  the couple behind us in the line  heard the previous comment    it is really good  we tried it in new york too        then they all started chatting about new york now  that is a lot of hype for a burger from a chain i have never heard of  but that the rest of the queue seems to be loopy for  it became a little surreal after our 40 minute wait  once i got to the front of the line  the server wanted to high five me  all the staff seem very enthusiastic and happy  i wonder if they will keep up this level of enthusiasm after the first day    food   i loved the shack stack  it has a huge juicy burger and a breaded mushroom  the bread was lovely  more bread y than fall apart brioche y  they leave the roll attached at the back  so you don t end up covered in burger juice  nice  to be honest  i prefer burgers a little more on the rare side   but it was really tasty     i m not sure why they call the ice cream like custard a  concrete  but whatever it is called  it was yummy and had huuuge chunks of cookies chocolate  all in all  i m a fan  i ll probably come back  although i might have to wait a while for the hype to die down  as i m really not keen on long lines 
1718	3.0	I'm torn here, friends. Shake Shack holds a special place in my heart. Burgers with perfectly melted cheese and creamy sauce, served on Martin's potato rolls, are a straight-up taste of home. Exactly what the doctor ordered when I'm feeling a bit homesick for my country of birth. It's true, the food at Shake Shack is on the money and it's EXACTLY like eating at a location in the states...but that's sort of my problem with this place. It is too pricy for what it is--basic burger and fries (sorry, chips) fare--no matter how perfect the crinkle fries are with their creamy cheese sauce. There are far too many places in Covent Garden (let alone London) to get a stellar/unique burger for a lesser/comparable price (Meat Market, right across the road)That being said, I will surely return here with my tail between my legs, the next time I am feeling homesick and hungry and am in the neighborhood...i will just curse my bank statement afterwards.	i m torn here  friends  shake shack holds a special place in my heart  burgers with perfectly melted cheese and creamy sauce  served on martin s potato rolls  are a straight up taste of home  exactly what the doctor ordered when i m feeling a bit homesick for my country of birth  it s true  the food at shake shack is on the money and it s exactly like eating at a location in the states   but that s sort of my problem with this place  it is too pricy for what it is  basic burger and fries  sorry  chips  fare  no matter how perfect the crinkle fries are with their creamy cheese sauce  there are far too many places in covent garden  let alone london  to get a stellar unique burger for a lesser comparable price  meat market  right across the road that being said  i will surely return here with my tail between my legs  the next time i am feeling homesick and hungry and am in the neighborhood   i will just curse my bank statement afterwards 
1719	4.0	"My thoughts on Shake Shack are: it transports me back to life in New York, and I'm willing to pay more than I otherwise would for that teleportation. It is cheaper than a return LHR - LGA  flight.Final answer.It's expensive for what it is given the plethora of burger options in the capital these days - I understand these complaints! But I also think:- the Shack bun is great;- I also have a bizarre nostalgia for crinkle cut fries even though they're not my favourite by taste alone;- the white and green Shack print - complete with burgers and fries and wine and mini ice cream cones - brings a smile to my face;- the concretes (blended frozen custard with ""stuff""; think, fancy McFlurry) can come with pre-selected add-ins (flavourful jams, chunks of St. John's baked goods) or you can design your own. I love a small cup of custard (it's rich enough to stop at small) with a side of peanut butter sauce. Salty (ish) sauce over a sweet creamy cup of custard? YEP.In sum: I get the grumbles, UK, but Shake Shack? I'm glad you're here.Yelp note: every week there's a 'special custard' of the week. Custard calendar can be found online! Plan accordingly!"	my thoughts on shake shack are  it transports me back to life in new york  and i m willing to pay more than i otherwise would for that teleportation  it is cheaper than a return lhr   lga  flight final answer it s expensive for what it is given the plethora of burger options in the capital these days   i understand these complaints  but i also think   the shack bun is great   i also have a bizarre nostalgia for crinkle cut fries even though they re not my favourite by taste alone   the white and green shack print   complete with burgers and fries and wine and mini ice cream cones   brings a smile to my face   the concretes  blended frozen custard with  stuff   think  fancy mcflurry  can come with pre selected add ins  flavourful jams  chunks of st  john s baked goods  or you can design your own  i love a small cup of custard  it s rich enough to stop at small  with a side of peanut butter sauce  salty  ish  sauce over a sweet creamy cup of custard  yep in sum  i get the grumbles  uk  but shake shack  i m glad you re here yelp note  every week there s a  special custard  of the week  custard calendar can be found online  plan accordingly 
